,Product Lookup,,Location Filters,,,,,
Delete,Product Name,Product Sku,Type,Zone,State,City,Locality,PIN Code
Y || N,Max 191 characters,"Valid alphanumeric value without space, Unique sku",Zone || State || City || Locality,Only string value,Only string value,Only string value,Only string value,Only number value
* Required,* Required,* Required,* Required,---,---,---,---,---
N,"Qube Shirdi Sai A/C DTS, Anakapalle, Andhra Pradesh",CINEMA001060,locality,South,Andhra Pradesh,Anakapalle,,423109
N,"Qube Shoba Theatre, Peddapuram, Andhra Pradesh",CINEMA001061,locality,South,Andhra Pradesh,Peddapuram,,
N,"Qube Shukur Picture Palace, Piler, Andhra Pradesh",CINEMA001062,locality,South,Andhra Pradesh,Piler,,517214
N,"Qube Siddartha A/C Picture Palace, Dharmavaram, Andhra Pradesh",CINEMA001063,locality,South,Andhra Pradesh,Dharmavaram,,
N,"Qube Siddeswara Theatre, Rly Kodur, Andhra Pradesh",CINEMA001064,locality,South,Andhra Pradesh,Rly Kodur,,516101
N,"Qube Sikindhar Picture Palace, Udayagiri, Andhra Pradesh",CINEMA001065,locality,South,Andhra Pradesh,Udayagiri,,
N,"Qube Siri Krishna Theatre, Machilipatnam, Andhra Pradesh",CINEMA001066,locality,South,Andhra Pradesh,Machilipatnam,,
N,"Qube Siva City Centre Screen 1, Guntur, Andhra Pradesh",CINEMA001067,locality,South,Andhra Pradesh,Guntur,,522007
N,"Qube Siva Krishna Cinemas Screen 2, Vijayawada, Andhra Pradesh",CINEMA001068,locality,South,Andhra Pradesh,Vijayawada,,521228
N,"Qube Siva Priya Talkies, Yemmiganur, Andhra Pradesh",CINEMA001069,locality,South,Andhra Pradesh,Yemmiganur,,518360
N,"Qube Siva Ranjani Theatre, Vizianagaram, Andhra Pradesh",CINEMA001070,locality,South,Andhra Pradesh,Vizianagaram,,
N,"Qube Siva Talkies, Yemmiganur, Andhra Pradesh",CINEMA001071,locality,South,Andhra Pradesh,Yemmiganur,,518360
N,"Qube Siva Theatre, Guntur, Andhra Pradesh",CINEMA001072,locality,South,Andhra Pradesh,Guntur,,522002
N,"Qube Sivaram Picture Palace, Banaganapalle, Andhra Pradesh",CINEMA001073,locality,South,Andhra Pradesh,Banaganapalle,,518124
N,"Qube Sivaranjani Theatre, Draksharamam, Andhra Pradesh",CINEMA001074,locality,South,Andhra Pradesh,Draksharamam,,533262
N,"Qube SJ Cinemas Sreenivasa Picture Palace, Nagari, Andhra Pradesh",CINEMA001075,locality,South,Andhra Pradesh,Nagari,,
N,"Qube Sowbhagya Chitramandir, Kalyandurg, Andhra Pradesh",CINEMA001076,locality,South,Andhra Pradesh,Kalyandurg,,
N,"Qube Sowbhagya Theatre Screen 1, Jangareddygudem, Andhra Pradesh",CINEMA001077,locality,South,Andhra Pradesh,Jangareddygudem,,534447
N,"Qube Sowmya Theatre, Vijayawada, Andhra Pradesh",CINEMA001078,locality,South,Andhra Pradesh,Vijayawada,,520001
N,"Qube Sree Bhaskara Picture Palace, Guntur, Andhra Pradesh",CINEMA001079,locality,South,Andhra Pradesh,Guntur,,522616
N,"Qube Sree Gopi Krishna Cineplex, Kothapalli, Andhra Pradesh",CINEMA001080,locality,South,Andhra Pradesh,Kothapalli,,533285
N,"Qube Sree Gurunath Theatre, Hindupur, Andhra Pradesh",CINEMA001081,locality,South,Andhra Pradesh,Hindupur,,515201
N,"Qube Sree Hanuman Talkies, Pamidi, Andhra Pradesh",CINEMA001082,locality,South,Andhra Pradesh,Pamidi,,
N,"Qube Sree Kanakadurga Theatre, Attili, Andhra Pradesh",CINEMA001083,locality,South,Andhra Pradesh,Attili,,
N,"Qube Sree Kanya Combines (KANYA THEATRE), Visakhapatnam, Andhra Pradesh",CINEMA001084,locality,South,Andhra Pradesh,Visakhapatnam,,530016
N,"Qube Sree Kanya Heaven Theatre, Visakhapatnam, Andhra Pradesh",CINEMA001085,locality,South,Andhra Pradesh,Visakhapatnam,,
N,"Qube Sree Leela Mahal, Visakhapatnam, Andhra Pradesh",CINEMA001086,locality,South,Andhra Pradesh,Visakhapatnam,,530020
N,"Qube Sree Raghavendra Picture Palace, Podili, Andhra Pradesh",CINEMA001087,locality,South,Andhra Pradesh,Podili,,
N,"Qube Sree Rajaveni Theatre, Jaggampeta, Andhra Pradesh",CINEMA001088,locality,South,Andhra Pradesh,Jaggampeta,,533435
N,"Qube Sree Rama A/C Theatre, Nandyal, Andhra Pradesh",CINEMA001089,locality,South,Andhra Pradesh,Nandyal,,518502
N,"Qube Sree Venkateswara Picture Palace, Guntur, Andhra Pradesh",CINEMA001090,locality,South,Andhra Pradesh,Guntur,,
N,"Qube SV Cinemas - Ambika Theatre, Chandragiri, Andhra Pradesh",CINEMA001091,locality,South,Andhra Pradesh,Chandragiri,,517101
N,"Qube Sri Annapurna Theatre, Palakollu, Andhra Pradesh",CINEMA001092,locality,South,Andhra Pradesh,Palakollu,,534260
N,"Qube Sri Bala Balaji Theatre, Markapuram, Andhra Pradesh",CINEMA001093,locality,South,Andhra Pradesh,Markapuram,,
N,"Qube Sri Chandra Theatre, Kankipadu, Andhra Pradesh",CINEMA001094,locality,South,Andhra Pradesh,Kankipadu,,521151
N,"Qube Sri Chitra Mini Theatre, Tanuku, Andhra Pradesh",CINEMA001095,locality,South,Andhra Pradesh,Tanuku,,534211
N,"Qube Sri Desai Mahal, Porumamilla, Andhra Pradesh",CINEMA001096,locality,South,Andhra Pradesh,Porumamilla,,516193
N,"Qube Sri Durga Mahal, Kamavarapukota, Andhra Pradesh",CINEMA001097,locality,South,Andhra Pradesh,Kamavarapukota,,534449
N,"Qube Sri Durga Theatre, Dowlaiswaram, Andhra Pradesh",CINEMA001098,locality,South,Andhra Pradesh,Dowlaiswaram,,
N,"Qube Sri Ganga Mahal A/c DTS, Piduguralla, Andhra Pradesh",CINEMA001099,locality,South,Andhra Pradesh,Piduguralla,,
N,"Qube Sri Gowri A/C DTS, Chintalapudi, Andhra Pradesh",CINEMA001100,locality,South,Andhra Pradesh,Chintalapudi,,534460
N,"Qube Sri Gowri Shankar Talkies, VaradaIahpalem, Andhra Pradesh",CINEMA001101,locality,South,Andhra Pradesh,VaradaIahpalem,,517541
N,"Qube Sri Gowri Shankar Theatre Screen 1, Kotturu, Andhra Pradesh",CINEMA001102,locality,South,Andhra Pradesh,Kotturu,,532455
N,"Qube Sri Gurunatha Talkies, Chittoor, Andhra Pradesh",CINEMA001103,locality,South,Andhra Pradesh,Chittoor,,517001
N,"Qube Sri Gururaja Touring Talkies, Kavuthalam, Andhra Pradesh",CINEMA001104,locality,South,Andhra Pradesh,Kavuthalam,,518344
N,"Qube Sri Jaya Talkies, Vizianagaram, Andhra Pradesh",CINEMA001105,locality,South,Andhra Pradesh,Vizianagaram,,
N,"Qube Sri Koteswara Talkies, Ongole, Andhra Pradesh",CINEMA001106,locality,South,Andhra Pradesh,Ongole,,
N,"Qube Sri Krishna Chitralaya Theatre, Narasaraopet, Andhra Pradesh",CINEMA001107,locality,South,Andhra Pradesh,Narasaraopet,,522601
N,"Qube Sri Krishna Movie land Theatre, Madanapalle, Andhra Pradesh",CINEMA001108,locality,South,Andhra Pradesh,Madanapalle,,
N,"Qube Sri Krishna Talkies, Repalle, Andhra Pradesh",CINEMA001109,locality,South,Andhra Pradesh,Repalle,,522265
N,"Qube Sri Krishna Theatre, Rly Kodur, Andhra Pradesh",CINEMA001110,locality,South,Andhra Pradesh,Rly Kodur,,
N,"Qube Sri Krishna Tulasi Theatre, Pedana, Andhra Pradesh",CINEMA001111,locality,South,Andhra Pradesh,Pedana,,521366
N,"Qube Sri Lakshmi Narasimha Picture Palace Screen 2, Visakhapatnam, Andhra Pradesh",CINEMA001112,locality,South,Andhra Pradesh,Visakhapatnam,,530007
N,"Qube Sri Lakshmi Narasimha Theatre, Visakhapatnam, Andhra Pradesh",CINEMA001113,locality,South,Andhra Pradesh,Visakhapatnam,,530007
N,"Qube Sri Lakshmi Narasimha Theatre, Jami, Andhra Pradesh",CINEMA001114,locality,South,Andhra Pradesh,Jami,,535250
N,"Qube Sri Lakshmi Narasimha Swamy Touring Talkies, Alur, Andhra Pradesh",CINEMA001115,locality,South,Andhra Pradesh,Alur,,518395
N,"Qube Sri Lakshmi Picture Palace, Guntur, Andhra Pradesh",CINEMA001116,locality,South,Andhra Pradesh,Guntur,,522002
N,"Qube Sri Lakshmi Srinivasa Theatre, Tripurantakam, Andhra Pradesh",CINEMA001117,locality,South,Andhra Pradesh,Tripurantakam,,523326
N,"Qube Sri Lakshmi Talkies, Kalla, Andhra Pradesh",CINEMA001118,locality,South,Andhra Pradesh,Kalla,,534237
N,"Qube Sri Lakshmi Talkies, Tatipaka, Andhra Pradesh",CINEMA001119,locality,South,Andhra Pradesh,Tatipaka,,
N,"Qube Sri Lakshmi Talkies, Narasannapeta, Andhra Pradesh",CINEMA001120,locality,South,Andhra Pradesh,Narasannapeta,,
N,"Qube Sri Lakshmi Talkies, Cheemalapadu, Andhra Pradesh",CINEMA001121,locality,South,Andhra Pradesh,Cheemalapadu,,
N,"Qube Sri Lakshmi Theatre, Tenali, Andhra Pradesh",CINEMA001122,locality,South,Andhra Pradesh,Tenali,,
N,"Qube Sri Lakshmi Theatre, Sullurpeta, Andhra Pradesh",CINEMA001123,locality,South,Andhra Pradesh,Sullurpeta,,524121
N,"Qube Sri Lakshmi Theatre, Kakarapalli, Andhra Pradesh",CINEMA001124,locality,South,Andhra Pradesh,Kakarapalli,,533407
N,"Qube Sri Lakshmi Touring Talkies, Pedapadu, Andhra Pradesh",CINEMA001125,locality,South,Andhra Pradesh,Pedapadu,,
N,"Qube Sri Lakshmi Venkateswara Talkies, Yerragondapalem, Andhra Pradesh",CINEMA001126,locality,South,Andhra Pradesh,Yerragondapalem,,
N,"Qube Sri Lakshmi Venkateswara Talkies, KoilKuntla, Andhra Pradesh",CINEMA001127,locality,South,Andhra Pradesh,KoilKuntla,,
N,"Qube Sri Lakshminarayana Theatre, Kothapeta, Andhra Pradesh",CINEMA001128,locality,South,Andhra Pradesh,Kothapeta,,533223
N,"Qube Sri Lalitha Theatre, Peddapuram, Andhra Pradesh",CINEMA001129,locality,South,Andhra Pradesh,Peddapuram,,
N,"Qube Sri Laxmi Theatre, Payakaraopeta, Andhra Pradesh",CINEMA001130,locality,South,Andhra Pradesh,Payakaraopeta,,531126
N,"Qube Sri Laxminarasimha Theatre, Kothavalasa, Andhra Pradesh",CINEMA001131,locality,South,Andhra Pradesh,Kothavalasa,,
N,"Qube Sri Leela Mahal, Vizianagaram, Andhra Pradesh",CINEMA001132,locality,South,Andhra Pradesh,Vizianagaram,,
N,"Qube Sri Maheswari Touring Talkies, Devarapalle, Andhra Pradesh",CINEMA001133,locality,South,Andhra Pradesh,Devarapalle,,
N,"Qube Sri Malleswara Picture Palace, Uravakonda, Andhra Pradesh",CINEMA001134,locality,South,Andhra Pradesh,Uravakonda,,
N,"Qube Sri Manjunatha Theatre, Venkatagirikota, Andhra Pradesh",CINEMA001135,locality,South,Andhra Pradesh,Venkatagirikota,,517424
N,"Qube Sri Maruthi Palace, Prathipadu, Andhra Pradesh",CINEMA001136,locality,South,Andhra Pradesh,Prathipadu,,522019
N,"Qube Sri Murugan Talkies, Sathyavedu, Andhra Pradesh",CINEMA001137,locality,South,Andhra Pradesh,Sathyavedu,,
N,"Qube Sri Priya Theatre, Tenali, Andhra Pradesh",CINEMA001138,locality,South,Andhra Pradesh,Tenali,,522201
N,"Qube Sri Raja Rajeshwari Talkies, Kota, Andhra Pradesh",CINEMA001139,locality,South,Andhra Pradesh,Kota,,
N,"Qube Sri Rajarathna Theatre Screen 2, Mandapeta, Andhra Pradesh",CINEMA001140,locality,South,Andhra Pradesh,Mandapeta,,533308
N,"Qube Sri Rajaratna AC Theatre - Screen 1, Mandapeta, Andhra Pradesh",CINEMA001141,locality,South,Andhra Pradesh,Mandapeta,,533308
N,"Qube Sri Rajeswari Kalamandir, Narasannapeta, Andhra Pradesh",CINEMA001142,locality,South,Andhra Pradesh,Narasannapeta,,
N,"Qube Sri Ram Theatre, Vissannapeta, Andhra Pradesh",CINEMA001143,locality,South,Andhra Pradesh,Vissannapeta,,
N,"Qube Sri Rama Chandra Theatre, Kankipadu, Andhra Pradesh",CINEMA001144,locality,South,Andhra Pradesh,Kankipadu,,
N,"Qube Sri Rama Chitra Mandiram, Kuppam, Andhra Pradesh",CINEMA001145,locality,South,Andhra Pradesh,Kuppam,,517425
N,"Qube Sri Rama Durga Theatre, Koyyalagudem, Andhra Pradesh",CINEMA001146,locality,South,Andhra Pradesh,Koyyalagudem,,
N,"Qube Sri Rama Krishna Deluxe, Venkatagirikota, Andhra Pradesh",CINEMA001147,locality,South,Andhra Pradesh,Venkatagirikota,,
N,"Qube Sri Rama Mini A/C Dts Theatre, Allagadda, Andhra Pradesh",CINEMA001148,locality,South,Andhra Pradesh,Allagadda,,518543
N,"Qube Sri Rama Talkies, Macherla, Andhra Pradesh",CINEMA001149,locality,South,Andhra Pradesh,Macherla,,
N,"Qube Sri Rama Theater, Peapully, Andhra Pradesh",CINEMA001150,locality,South,Andhra Pradesh,Peapully,,518221
N,"Qube Sri Ramakrishna Picture, Korukonda, Andhra Pradesh",CINEMA001151,locality,South,Andhra Pradesh,Korukonda,,533289
N,"Qube Sri Ramakrishna Picture Palace, Krishna, Andhra Pradesh",CINEMA001152,locality,South,Andhra Pradesh,Krishna,,521102
N,"Qube Sri Ramakrishna Talkies, Balijipeta, Andhra Pradesh",CINEMA001153,locality,South,Andhra Pradesh,Balijipeta,,
N,"Qube Sri Ramulamma Theatre, Thagarapuvalasa, Andhra Pradesh",CINEMA001154,locality,South,Andhra Pradesh,Thagarapuvalasa,,531162
N,"Qube Sri Ratna Picture Palace-Chinthalapudi, West Godavari, Andhra Pradesh",CINEMA001155,locality,South,Andhra Pradesh,West Godavari,,
N,"Qube Sri Saikrishna Cine Screen 1, Pusapatirega, Andhra Pradesh",CINEMA001156,locality,South,Andhra Pradesh,Pusapatirega,,
N,"Qube Sri Saraswathi Mahal, Narasannapeta, Andhra Pradesh",CINEMA001157,locality,South,Andhra Pradesh,Narasannapeta,,
N,"Qube Sri Satya Gouri Theater, Anaparthy, Andhra Pradesh",CINEMA001158,locality,South,Andhra Pradesh,Anaparthy,,533342
N,"Qube Sri Satyanarayana Inox, Gurazala, Andhra Pradesh",CINEMA001159,locality,South,Andhra Pradesh,Gurazala,,
N,"Qube Sri Satyanarayana Picture Palace Screen 1, Anakapalle, Andhra Pradesh",CINEMA001160,locality,South,Andhra Pradesh,Anakapalle,,531002
N,"Qube Sri Satyanarayana Theater 1, Kathipudi, Andhra Pradesh",CINEMA001161,locality,South,Andhra Pradesh,Kathipudi,,533444
N,"Qube Sri Seetha Ramaya Cine complex Screen 1, Paravada, Andhra Pradesh",CINEMA001162,locality,South,Andhra Pradesh,Paravada,,531021
N,"Qube Sri Seetharama Picture Palace, Valaparla, Andhra Pradesh",CINEMA001163,locality,South,Andhra Pradesh,Valaparla,,
N,"Qube Sri Siva Krishna Picture Palace, Kotabommali, Andhra Pradesh",CINEMA001164,locality,South,Andhra Pradesh,Kotabommali,,532195
N,"Qube Sri Siva Shankar Deluxe, Darsi, Andhra Pradesh",CINEMA001165,locality,South,Andhra Pradesh,Darsi,,
N,"Qube Sri Sreenivasa Mahal, Kanchikacherla, Andhra Pradesh",CINEMA001166,locality,South,Andhra Pradesh,Kanchikacherla,,
N,"Qube Sri Sri Raja Rajeswari Picture Palace, Narsapur, Andhra Pradesh",CINEMA001167,locality,South,Andhra Pradesh,Narsapur,,534275
N,"Qube Sri Srinivas Mahal, Nallajerla, Andhra Pradesh",CINEMA001168,locality,South,Andhra Pradesh,Nallajerla,,
N,"Qube Sri Srinivasa Mahal, Giddalur, Andhra Pradesh",CINEMA001169,locality,South,Andhra Pradesh,Giddalur,,
N,"Qube Sri Srinivasa Theater, Kolluru, Andhra Pradesh",CINEMA001170,locality,South,Andhra Pradesh,Kolluru,,522324
N,"Qube Sri Srinivasa Touring Talkies, Karapa, Andhra Pradesh",CINEMA001171,locality,South,Andhra Pradesh,Karapa,,533016
N,"Qube Sri Surya Deluxe, Undi, Andhra Pradesh",CINEMA001172,locality,South,Andhra Pradesh,Undi,,
N,"Qube Sri Surya Rama Mahal Screen 1, Kirlampudi, Andhra Pradesh",CINEMA001173,locality,South,Andhra Pradesh,Kirlampudi,,
N,"Qube Sri Swami Venkateshwara Picture Palace, Yerraguntla, Andhra Pradesh",CINEMA001174,locality,South,Andhra Pradesh,Yerraguntla,,516309
N,"Qube Sri Veera Bhadra Theatre, Peddapuram, Andhra Pradesh",CINEMA001175,locality,South,Andhra Pradesh,Peddapuram,,533437
N,"Qube Sri Veerabhadra Talkies, Nidadavole, Andhra Pradesh",CINEMA001176,locality,South,Andhra Pradesh,Nidadavole,,534301
N,"Qube Sri Venkata Gangaratana Theatre, Akiveedu, Andhra Pradesh",CINEMA001177,locality,South,Andhra Pradesh,Akiveedu,,
N,"Qube Sri Venkata Lakshmi Talkies, Akiveedu, Andhra Pradesh",CINEMA001178,locality,South,Andhra Pradesh,Akiveedu,,
N,"Qube Sri Venkata Manikyamba Theatre, Srikakulam, Andhra Pradesh",CINEMA001179,locality,South,Andhra Pradesh,Srikakulam,,
N,"Qube Sri Venkata Narayana Picture Palace, Malikipuram, Andhra Pradesh",CINEMA001180,locality,South,Andhra Pradesh,Malikipuram,,
N,"Qube Sri Venkata Rama Picture Palace, Chagallu, Andhra Pradesh",CINEMA001181,locality,South,Andhra Pradesh,Chagallu,,534342
N,"Qube Sri Venkata Surya Theatre, Rajahmundry, Andhra Pradesh",CINEMA001182,locality,South,Andhra Pradesh,Rajahmundry,,533103
N,"Qube Sri Venkata Surya Theatre, Yeleswaram, Andhra Pradesh",CINEMA001183,locality,South,Andhra Pradesh,Yeleswaram,,533429
N,"Qube Sri Venkata Theatre, Machilipatnam, Andhra Pradesh",CINEMA001184,locality,South,Andhra Pradesh,Machilipatnam,,
N,"Qube Sri Venkatarama Theatre, Tadepalligudem, Andhra Pradesh",CINEMA001185,locality,South,Andhra Pradesh,Tadepalligudem,,534102
N,"Qube Sri Venkateshwara Cineplex, Tirupati, Andhra Pradesh",CINEMA001186,locality,South,Andhra Pradesh,Tirupati,,
N,"Qube Sri Venkateshwara Theatre, Rapur, Andhra Pradesh",CINEMA001187,locality,South,Andhra Pradesh,Rapur,,
N,"Qube Sri Venkateswara Mahal Screen 1, Narasannapeta, Andhra Pradesh",CINEMA001188,locality,South,Andhra Pradesh,Narasannapeta,,532421
N,"Qube Sri Venkateswara Picture Palace, Tiruvuru, Andhra Pradesh",CINEMA001189,locality,South,Andhra Pradesh,Tiruvuru,,
N,"Qube Sri Venkateswara Talkies, Tanuku, Andhra Pradesh",CINEMA001190,locality,South,Andhra Pradesh,Tanuku,,
N,"Qube Sri Venkateswara Talkies, Manikonda, Andhra Pradesh",CINEMA001191,locality,South,Andhra Pradesh,Manikonda,,521260
N,"Qube Sri Venkateswara Talkies, Vidyanagar, Andhra Pradesh",CINEMA001192,locality,South,Andhra Pradesh,Vidyanagar,,
N,"Qube Sri Venkateswara Talkies, Vatsavai, Andhra Pradesh",CINEMA001193,locality,South,Andhra Pradesh,Vatsavai,,521402
N,"Qube Sri Venkateswara Talkies, Avanigadda, Andhra Pradesh",CINEMA001194,locality,South,Andhra Pradesh,Avanigadda,,521121
N,"Qube Sri Venkateswara Talkies, Mummidivaram, Andhra Pradesh",CINEMA001195,locality,South,Andhra Pradesh,Mummidivaram,,533216
N,"Qube Sri Venkateswara Talkies, Butteyagudem, Andhra Pradesh",CINEMA001196,locality,South,Andhra Pradesh,Butteyagudem,,
N,"Qube Sri Venkateswara Talkies, Ananthapur, Andhra Pradesh",CINEMA001197,locality,South,Andhra Pradesh,Ananthapur,,
N,"Qube Sri Venkateswara Theatre, Betancharla, Andhra Pradesh",CINEMA001198,locality,South,Andhra Pradesh,Betancharla,,
N,"Qube Sri Venkateswara Theatre, Visakhapatnam, Andhra Pradesh",CINEMA001199,locality,South,Andhra Pradesh,Visakhapatnam,,530020
N,"Qube Sri Venkateswara Theatre, Macherla, Andhra Pradesh",CINEMA001200,locality,South,Andhra Pradesh,Macherla,,
N,"Qube Sri Venkateswara Theatre, Porumamilla, Andhra Pradesh",CINEMA001201,locality,South,Andhra Pradesh,Porumamilla,,
N,"Qube Sri Venkateswara Theatre, Chittoor, Andhra Pradesh",CINEMA001202,locality,South,Andhra Pradesh,Chittoor,,517002
N,"Qube Sri Venkateswara Theatre, Chilakaluripet, Andhra Pradesh",CINEMA001203,locality,South,Andhra Pradesh,Chilakaluripet,,
N,"Qube Sri Vijaya Lakshmi Theatre, Kaikaluru, Andhra Pradesh",CINEMA001204,locality,South,Andhra Pradesh,Kaikaluru,,
N,"Qube Sri Vijaya Mahal, Mandapeta, Andhra Pradesh",CINEMA001205,locality,South,Andhra Pradesh,Mandapeta,,533308
N,"Qube Sri Vijayalakshmi Talkies, Ipurupalem, Andhra Pradesh",CINEMA001206,locality,South,Andhra Pradesh,Ipurupalem,,
N,"Qube Sri Vijayalaxmi Theater, Kommugudem, Andhra Pradesh",CINEMA001207,locality,South,Andhra Pradesh,Kommugudem,,534426
N,"Qube Srinavasa Mahal, Bapatla, Andhra Pradesh",CINEMA001208,locality,South,Andhra Pradesh,Bapatla,,522101
N,"Qube Srinivasa, Yemmiganur, Andhra Pradesh",CINEMA001209,locality,South,Andhra Pradesh,Yemmiganur,,518360
N,"Qube Srinivasa AC DTS Screen 1, Amaravathi, Andhra Pradesh",CINEMA001210,locality,South,Andhra Pradesh,Amaravathi,,522020
N,"Qube Srinivasa KB Cinemax, Pamur, Andhra Pradesh",CINEMA001211,locality,South,Andhra Pradesh,Pamur,,523108
N,"Qube Srinivasa Mahal, Sattenapalle, Andhra Pradesh",CINEMA001212,locality,South,Andhra Pradesh,Sattenapalle,,
N,"Qube Srinivasa Mahal, Kanigiri, Andhra Pradesh",CINEMA001213,locality,South,Andhra Pradesh,Kanigiri,,
N,"Qube Srinivasa Mahal, Sompeta, Andhra Pradesh",CINEMA001214,locality,South,Andhra Pradesh,Sompeta,,
N,"Qube Srinivasa Mahal, Guntur, Andhra Pradesh",CINEMA001215,locality,South,Andhra Pradesh,Guntur,,522508
N,"Qube Srinivasa Mini Talkies, Yemmiganur, Andhra Pradesh",CINEMA001216,locality,South,Andhra Pradesh,Yemmiganur,,
N,"Qube Srinivasa Picture Palace, Pulivendula, Andhra Pradesh",CINEMA001217,locality,South,Andhra Pradesh,Pulivendula,,516390
N,"Qube Srinivasa Picture Palace, Penukonda, Andhra Pradesh",CINEMA001218,locality,South,Andhra Pradesh,Penukonda,,515110
N,"Qube Srinivasa Talkies, Puttur, Andhra Pradesh",CINEMA001219,locality,South,Andhra Pradesh,Puttur,,517583
N,"Qube Srinivasa Talkies, Nellore, Andhra Pradesh",CINEMA001220,locality,South,Andhra Pradesh,Nellore,,524002
N,"Qube Srinivasa Theater, Kovur, Andhra Pradesh",CINEMA001221,locality,South,Andhra Pradesh,Kovur,,524137
N,"Qube Srinivasa Theatre, Vuyyuru, Andhra Pradesh",CINEMA001222,locality,South,Andhra Pradesh,Vuyyuru,,521165
N,"Qube Srinivasa Theatre, Tatipaka, Andhra Pradesh",CINEMA001223,locality,South,Andhra Pradesh,Tatipaka,,533249
N,"Qube Srinivasa Theatre, Dhone, Andhra Pradesh",CINEMA001224,locality,South,Andhra Pradesh,Dhone,,518222
N,"Qube Srinivasa Theatre, Chilakaluripet, Andhra Pradesh",CINEMA001225,locality,South,Andhra Pradesh,Chilakaluripet,,
N,"Qube SRT Cinemas, Pedanandipadu, Andhra Pradesh",CINEMA001226,locality,South,Andhra Pradesh,Pedanandipadu,,
N,"Qube Star Theatre, Nellore, Andhra Pradesh",CINEMA001227,locality,South,Andhra Pradesh,Nellore,,
N,"Qube STBL, Bantumilli, Andhra Pradesh",CINEMA001228,locality,South,Andhra Pradesh,Bantumilli,,530049
N,"Qube Sudarshan Theatre, Kanigiri, Andhra Pradesh",CINEMA001229,locality,South,Andhra Pradesh,Kanigiri,,523230
N,"Qube Sudarshan Theatre, Tekkali, Andhra Pradesh",CINEMA001230,locality,South,Andhra Pradesh,Tekkali,,
N,"Qube Sudha Theatre, Kadapa, Andhra Pradesh",CINEMA001231,locality,South,Andhra Pradesh,Kadapa,,516001
N,"Qube Sujana 70MM A/C DTS, Chityala, Telangana",CINEMA001232,locality,South,Telangana,Chityala,,
N,"Qube Sunil A/C Theatre, Madanapalle, Andhra Pradesh",CINEMA001233,locality,South,Andhra Pradesh,Madanapalle,,
N,"Qube Suresh Mahal, Vinukonda, Andhra Pradesh",CINEMA001234,locality,South,Andhra Pradesh,Vinukonda,,
N,"Qube Surya Mahal, Srikakulam, Andhra Pradesh",CINEMA001235,locality,South,Andhra Pradesh,Srikakulam,,532001
N,"Qube Surya Sree theatre, Anaparthy, Andhra Pradesh",CINEMA001236,locality,South,Andhra Pradesh,Anaparthy,,533342
N,"Qube SV Cinemas, Chittoor, Andhra Pradesh",CINEMA001237,locality,South,Andhra Pradesh,Chittoor,,517131
N,"Qube SV Talkies, Nindra, Andhra Pradesh",CINEMA001238,locality,South,Andhra Pradesh,Nindra,,
N,"Qube Swarna Cine Max Screen 1, Ibrahimpatnam, Andhra Pradesh",CINEMA001239,locality,South,Andhra Pradesh,Ibrahimpatnam,,521456
N,"Qube Swarna Palace, Vijayawada, Andhra Pradesh",CINEMA001240,locality,South,Andhra Pradesh,Vijayawada,,520002
N,"Qube Swathi Theatre, Vijayawada, Andhra Pradesh",CINEMA001241,locality,South,Andhra Pradesh,Vijayawada,,
