,Primary Product Information,,,,,,,,,General Filters,,,,Specifications,,,,
Delete,Product Name,Sku,Short Description,Meta Title,Meta Description,Meta Keywords,Image,Sort Order,Status,Cinema Chain,Screen Recomend,Audience Class,Tier Preference,Seats,Screen,Rank,Total Screen,Google Map Location
N,"Qube Vijayalakshmi 35MM, Hyderabad, Telangana",CINEMA002449,"Located on Qube Vijayalakshmi 35MM, Hyderabad, Telangana","Advertising in Qube Vijayalakshmi 35MM, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Vijayalakshmi 35MM, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,,Tier 1,357,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijayalakshmi%2035MM%2C%20Hyderabad%2C%20Telangana
N,"Qube Vijayalakshmi Deluxe, Hyderabad, Telangana",CINEMA002450,"Located on Qube Vijayalakshmi Deluxe, Hyderabad, Telangana","Advertising in Qube Vijayalakshmi Deluxe, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Vijayalakshmi Deluxe, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,,Tier 1,211,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijayalakshmi%20Deluxe%2C%20Hyderabad%2C%20Telangana
N,"Qube Vijetha 70MM A/c, Hyderabad, Telangana",CINEMA002451,"Located on Qube Vijetha 70MM A/c, Hyderabad, Telangana","Advertising in Qube Vijetha 70MM A/c, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Vijetha 70MM A/c, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,618,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijetha%2070MM%20A%2Fc%2C%20Hyderabad%2C%20Telangana
N,"Qube Vimal 70 MM Theatre, Hyderabad, Telangana",CINEMA002452,"Located on Qube Vimal 70 MM Theatre, Hyderabad, Telangana","Advertising in Qube Vimal 70 MM Theatre, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Vimal 70 MM Theatre, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,845,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vimal%2070%20MM%20Theatre%2C%20Hyderabad%2C%20Telangana
N,"Qube Vimal A/c DTS, Sircilla, Telangana",CINEMA002453,"Located on Qube Vimal A/c DTS, Sircilla, Telangana","Advertising in Qube Vimal A/c DTS, Sircilla, Telangana | Excellent Publicity","Advertising Rate for Qube Vimal A/c DTS, Sircilla, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,624,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vimal%20A%2Fc%20DTS%2C%20Sircilla%2C%20Telangana
N,"Qube Vinoda A/C Deluxe Theatre, Khammam, Telangana",CINEMA002454,"Located on Qube Vinoda A/C Deluxe Theatre, Khammam, Telangana","Advertising in Qube Vinoda A/C Deluxe Theatre, Khammam, Telangana | Excellent Publicity","Advertising Rate for Qube Vinoda A/C Deluxe Theatre, Khammam, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,774,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vinoda%20A%2FC%20Deluxe%20Theatre%2C%20Khammam%2C%20Telangana
N,"Qube Vyjayanthi Cinema, Hyderabad, Telangana",CINEMA002455,"Located on Qube Vyjayanthi Cinema, Hyderabad, Telangana","Advertising in Qube Vyjayanthi Cinema, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Vyjayanthi Cinema, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,679,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vyjayanthi%20Cinema%2C%20Hyderabad%2C%20Telangana
N,"Qube Yadagiri 70MM Theatre, Hyderabad, Telangana",CINEMA002456,"Located on Qube Yadagiri 70MM Theatre, Hyderabad, Telangana","Advertising in Qube Yadagiri 70MM Theatre, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Yadagiri 70MM Theatre, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,768,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Yadagiri%2070MM%20Theatre%2C%20Hyderabad%2C%20Telangana
N,"Qube Yadagiri Theatre, Gajwel, Telangana",CINEMA002457,"Located on Qube Yadagiri Theatre, Gajwel, Telangana","Advertising in Qube Yadagiri Theatre, Gajwel, Telangana | Excellent Publicity","Advertising Rate for Qube Yadagiri Theatre, Gajwel, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,776,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Yadagiri%20Theatre%2C%20Gajwel%2C%20Telangana
N,"Qube AD Cinemas Screen 1, Gorakhpur, Uttar Pradesh",CINEMA002458,"Located on Qube AD Cinemas Screen 1, Gorakhpur, Uttar Pradesh","Advertising in Qube AD Cinemas Screen 1, Gorakhpur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube AD Cinemas Screen 1, Gorakhpur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,700,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20AD%20Cinemas%20Screen%201%2C%20Gorakhpur%2C%20Uttar%20Pradesh
N,"Qube Archana Cineplex - Screen 1, Orai, Uttar Pradesh",CINEMA002459,"Located on Qube Archana Cineplex - Screen 1, Orai, Uttar Pradesh","Advertising in Qube Archana Cineplex - Screen 1, Orai, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Archana Cineplex - Screen 1, Orai, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,357,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Archana%20Cineplex%20-%20Screen%201%2C%20Orai%2C%20Uttar%20Pradesh
N,"Qube AV Starworld Cinemas, Ghazipur, Uttar Pradesh",CINEMA002460,"Located on Qube AV Starworld Cinemas, Ghazipur, Uttar Pradesh","Advertising in Qube AV Starworld Cinemas, Ghazipur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube AV Starworld Cinemas, Ghazipur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,235,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20AV%20Starworld%20Cinemas%2C%20Ghazipur%2C%20Uttar%20Pradesh
N,"Qube Bansal Talkies, Dhampur, Uttar Pradesh",CINEMA002461,"Located on Qube Bansal Talkies, Dhampur, Uttar Pradesh","Advertising in Qube Bansal Talkies, Dhampur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Bansal Talkies, Dhampur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,597,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Bansal%20Talkies%2C%20Dhampur%2C%20Uttar%20Pradesh
N,"Qube Bharat Starworld Cinemas, Agra, Uttar Pradesh",CINEMA002462,"Located on Qube Bharat Starworld Cinemas, Agra, Uttar Pradesh","Advertising in Qube Bharat Starworld Cinemas, Agra, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Bharat Starworld Cinemas, Agra, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,300,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Bharat%20Starworld%20Cinemas%2C%20Agra%2C%20Uttar%20Pradesh
N,"Qube Chaudhary SS Multiplex Screen 1, Gangaoli, Uttar Pradesh",CINEMA002463,"Located on Qube Chaudhary SS Multiplex Screen 1, Gangaoli, Uttar Pradesh","Advertising in Qube Chaudhary SS Multiplex Screen 1, Gangaoli, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Chaudhary SS Multiplex Screen 1, Gangaoli, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,298,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Chaudhary%20SS%20Multiplex%20Screen%201%2C%20Gangaoli%2C%20Uttar%20Pradesh
N,"Qube Fun Cinemas Screen 1, Lakhimpur, Uttar Pradesh",CINEMA002464,"Located on Qube Fun Cinemas Screen 1, Lakhimpur, Uttar Pradesh","Advertising in Qube Fun Cinemas Screen 1, Lakhimpur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Fun Cinemas Screen 1, Lakhimpur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,467,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Fun%20Cinemas%20Screen%201%2C%20Lakhimpur%2C%20Uttar%20Pradesh
N,"Qube I Musica Cinema Screen 1, Baraut, Uttar Pradesh",CINEMA002465,"Located on Qube I Musica Cinema Screen 1, Baraut, Uttar Pradesh","Advertising in Qube I Musica Cinema Screen 1, Baraut, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube I Musica Cinema Screen 1, Baraut, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,490,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20I%20Musica%20Cinema%20Screen%201%2C%20Baraut%2C%20Uttar%20Pradesh
N,"Qube K Cinemas Screen 1, Bahraich, Uttar Pradesh",CINEMA002466,"Located on Qube K Cinemas Screen 1, Bahraich, Uttar Pradesh","Advertising in Qube K Cinemas Screen 1, Bahraich, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube K Cinemas Screen 1, Bahraich, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,411,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20K%20Cinemas%20Screen%201%2C%20Bahraich%2C%20Uttar%20Pradesh
N,"Qube Khilona Cinema Screen 1, Jhansi, Uttar Pradesh",CINEMA002467,"Located on Qube Khilona Cinema Screen 1, Jhansi, Uttar Pradesh","Advertising in Qube Khilona Cinema Screen 1, Jhansi, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Khilona Cinema Screen 1, Jhansi, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,362,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Khilona%20Cinema%20Screen%201%2C%20Jhansi%2C%20Uttar%20Pradesh
N,"Qube Manish Palace, Kairana, Uttar Pradesh",CINEMA002468,"Located on Qube Manish Palace, Kairana, Uttar Pradesh","Advertising in Qube Manish Palace, Kairana, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Manish Palace, Kairana, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,796,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Manish%20Palace%2C%20Kairana%2C%20Uttar%20Pradesh
N,"Qube Mehar Cinema, Agra, Uttar Pradesh",CINEMA002469,"Located on Qube Mehar Cinema, Agra, Uttar Pradesh","Advertising in Qube Mehar Cinema, Agra, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Mehar Cinema, Agra, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,584,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Mehar%20Cinema%2C%20Agra%2C%20Uttar%20Pradesh
N,"Qube Milan Talkies, Gunjdundwara, Uttar Pradesh",CINEMA002470,"Located on Qube Milan Talkies, Gunjdundwara, Uttar Pradesh","Advertising in Qube Milan Talkies, Gunjdundwara, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Milan Talkies, Gunjdundwara, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,806,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Milan%20Talkies%2C%20Gunjdundwara%2C%20Uttar%20Pradesh
N,"Qube Natraj Cinema, Bareilly, Uttar Pradesh",CINEMA002471,"Located on Qube Natraj Cinema, Bareilly, Uttar Pradesh","Advertising in Qube Natraj Cinema, Bareilly, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Natraj Cinema, Bareilly, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,346,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Natraj%20Cinema%2C%20Bareilly%2C%20Uttar%20Pradesh
N,"Qube Novelty MSG Cinemas - Screen 1, Lalbagh, Uttar Pradesh",CINEMA002472,"Located on Qube Novelty MSG Cinemas - Screen 1, Lalbagh, Uttar Pradesh","Advertising in Qube Novelty MSG Cinemas - Screen 1, Lalbagh, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Novelty MSG Cinemas - Screen 1, Lalbagh, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,595,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Novelty%20MSG%20Cinemas%20-%20Screen%201%2C%20Lalbagh%2C%20Uttar%20Pradesh
N,"Qube Palace Cinema, Allahabad, Uttar Pradesh",CINEMA002473,"Located on Qube Palace Cinema, Allahabad, Uttar Pradesh","Advertising in Qube Palace Cinema, Allahabad, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Palace Cinema, Allahabad, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,304,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Palace%20Cinema%2C%20Allahabad%2C%20Uttar%20Pradesh
N,"Qube Panna Palace, Agra, Uttar Pradesh",CINEMA002474,"Located on Qube Panna Palace, Agra, Uttar Pradesh","Advertising in Qube Panna Palace, Agra, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Panna Palace, Agra, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,796,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Panna%20Palace%2C%20Agra%2C%20Uttar%20Pradesh
N,"Qube Quality Starworld Cinemas Screen 1, Kushinagar, Uttar Pradesh",CINEMA002475,"Located on Qube Quality Starworld Cinemas Screen 1, Kushinagar, Uttar Pradesh","Advertising in Qube Quality Starworld Cinemas Screen 1, Kushinagar, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Quality Starworld Cinemas Screen 1, Kushinagar, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 3,432,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Quality%20Starworld%20Cinemas%20Screen%201%2C%20Kushinagar%2C%20Uttar%20Pradesh
N,"Qube R. K Palace, Moradabad, Uttar Pradesh",CINEMA002476,"Located on Qube R. K Palace, Moradabad, Uttar Pradesh","Advertising in Qube R. K Palace, Moradabad, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube R. K Palace, Moradabad, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,652,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20R.%20K%20Palace%2C%20Moradabad%2C%20Uttar%20Pradesh
N,"Qube Starworld Cinema Screen 1 Formerly Known as  Raj Palace Movie Hall, Robertsganj, Uttar Pradesh",CINEMA002477,"Located on Qube Starworld Cinema Screen 1 Formerly Known as  Raj Palace Movie Hall, Robertsganj, Uttar Pradesh","Advertising in Qube Starworld Cinema Screen 1 Formerly Known as  Raj Palace Movie Hall, Robertsganj, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Starworld Cinema Screen 1 Formerly Known as  Raj Palace Movie Hall, Robertsganj, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,282,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Starworld%20Cinema%20Screen%201%20Formerly%20Known%20as%20%20Raj%20Palace%20Movie%20Hall%2C%20Robertsganj%2C%20Uttar%20Pradesh
N,"Qube Rolling Reels Cinema Hathras Screen 1, Hathras, Uttar Pradesh",CINEMA002478,"Located on Qube Rolling Reels Cinema Hathras Screen 1, Hathras, Uttar Pradesh","Advertising in Qube Rolling Reels Cinema Hathras Screen 1, Hathras, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Rolling Reels Cinema Hathras Screen 1, Hathras, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,463,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Rolling%20Reels%20Cinema%20Hathras%20Screen%201%2C%20Hathras%2C%20Uttar%20Pradesh
N,"Qube Rolling Reels Cinema Screen 1, Saharanpur, Uttar Pradesh",CINEMA002479,"Located on Qube Rolling Reels Cinema Screen 1, Saharanpur, Uttar Pradesh","Advertising in Qube Rolling Reels Cinema Screen 1, Saharanpur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Rolling Reels Cinema Screen 1, Saharanpur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,576,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Rolling%20Reels%20Cinema%20Screen%201%2C%20Saharanpur%2C%20Uttar%20Pradesh
N,"Qube Rupam Starworld Cinemas Screen 1, Mathura, Uttar Pradesh",CINEMA002480,"Located on Qube Rupam Starworld Cinemas Screen 1, Mathura, Uttar Pradesh","Advertising in Qube Rupam Starworld Cinemas Screen 1, Mathura, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Rupam Starworld Cinemas Screen 1, Mathura, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,520,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Rupam%20Starworld%20Cinemas%20Screen%201%2C%20Mathura%2C%20Uttar%20Pradesh
N,"Qube Sanjay Talkies, Agra, Uttar Pradesh",CINEMA002481,"Located on Qube Sanjay Talkies, Agra, Uttar Pradesh","Advertising in Qube Sanjay Talkies, Agra, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Sanjay Talkies, Agra, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,926,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sanjay%20Talkies%2C%20Agra%2C%20Uttar%20Pradesh
N,"Qube Saraswati Talkies, Unnao, Uttar Pradesh",CINEMA002482,"Located on Qube Saraswati Talkies, Unnao, Uttar Pradesh","Advertising in Qube Saraswati Talkies, Unnao, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Saraswati Talkies, Unnao, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,560,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Saraswati%20Talkies%2C%20Unnao%2C%20Uttar%20Pradesh
N,"Qube Satyam Cinema, Moradabad, Uttar Pradesh",CINEMA002483,"Located on Qube Satyam Cinema, Moradabad, Uttar Pradesh","Advertising in Qube Satyam Cinema, Moradabad, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Satyam Cinema, Moradabad, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,224,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Satyam%20Cinema%2C%20Moradabad%2C%20Uttar%20Pradesh
N,"Qube Shiela Theatre, Dhampur, Uttar Pradesh",CINEMA002484,"Located on Qube Shiela Theatre, Dhampur, Uttar Pradesh","Advertising in Qube Shiela Theatre, Dhampur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Shiela Theatre, Dhampur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,482,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shiela%20Theatre%2C%20Dhampur%2C%20Uttar%20Pradesh
N,"Qube Shree Talkies, Agra, Uttar Pradesh",CINEMA002485,"Located on Qube Shree Talkies, Agra, Uttar Pradesh","Advertising in Qube Shree Talkies, Agra, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Shree Talkies, Agra, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,860,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shree%20Talkies%2C%20Agra%2C%20Uttar%20Pradesh
N,"Qube Star World Cinemas - Screen 1, Allahabad, Uttar Pradesh",CINEMA002486,"Located on Qube Star World Cinemas - Screen 1, Allahabad, Uttar Pradesh","Advertising in Qube Star World Cinemas - Screen 1, Allahabad, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Star World Cinemas - Screen 1, Allahabad, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 2,1140,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Star%20World%20Cinemas%20-%20Screen%201%2C%20Allahabad%2C%20Uttar%20Pradesh
N,"Qube Star World Cinemas Screen 1, Rampur, Uttar Pradesh",CINEMA002487,"Located on Qube Star World Cinemas Screen 1, Rampur, Uttar Pradesh","Advertising in Qube Star World Cinemas Screen 1, Rampur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Star World Cinemas Screen 1, Rampur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,388,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Star%20World%20Cinemas%20Screen%201%2C%20Rampur%2C%20Uttar%20Pradesh
N,"Qube Star World Cinemas-Screen 1, Aligarh, Uttar Pradesh",CINEMA002488,"Located on Qube Star World Cinemas-Screen 1, Aligarh, Uttar Pradesh","Advertising in Qube Star World Cinemas-Screen 1, Aligarh, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Star World Cinemas-Screen 1, Aligarh, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 2,1140,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Star%20World%20Cinemas-Screen%201%2C%20Aligarh%2C%20Uttar%20Pradesh
N,"Qube Star World Rajshree Screen 1, Mirzapur, Uttar Pradesh",CINEMA002489,"Located on Qube Star World Rajshree Screen 1, Mirzapur, Uttar Pradesh","Advertising in Qube Star World Rajshree Screen 1, Mirzapur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Star World Rajshree Screen 1, Mirzapur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,447,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Star%20World%20Rajshree%20Screen%201%2C%20Mirzapur%2C%20Uttar%20Pradesh
N,"Qube Starworld Cinemas Screen 1, Bijnor, Uttar Pradesh",CINEMA002490,"Located on Qube Starworld Cinemas Screen 1, Bijnor, Uttar Pradesh","Advertising in Qube Starworld Cinemas Screen 1, Bijnor, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Starworld Cinemas Screen 1, Bijnor, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,458,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Starworld%20Cinemas%20Screen%201%2C%20Bijnor%2C%20Uttar%20Pradesh
N,"Qube Sun City Cinemas Screen 1, Bulandshahr, Uttar Pradesh",CINEMA002491,"Located on Qube Sun City Cinemas Screen 1, Bulandshahr, Uttar Pradesh","Advertising in Qube Sun City Cinemas Screen 1, Bulandshahr, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Sun City Cinemas Screen 1, Bulandshahr, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,755,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Sun%20City%20Cinemas%20Screen%201%2C%20Bulandshahr%2C%20Uttar%20Pradesh
N,"Qube Tulsi Palace, Sambhal, Uttar Pradesh",CINEMA002492,"Located on Qube Tulsi Palace, Sambhal, Uttar Pradesh","Advertising in Qube Tulsi Palace, Sambhal, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Tulsi Palace, Sambhal, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,363,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Tulsi%20Palace%2C%20Sambhal%2C%20Uttar%20Pradesh
N,"Qube Vijay Talkies, Saharanpur, Uttar Pradesh",CINEMA002493,"Located on Qube Vijay Talkies, Saharanpur, Uttar Pradesh","Advertising in Qube Vijay Talkies, Saharanpur, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Vijay Talkies, Saharanpur, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,798,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijay%20Talkies%2C%20Saharanpur%2C%20Uttar%20Pradesh
